gene_name	biotype	mat	pat
LOC124903488	lncRNA	True	True
FBN1-DT	lncRNA	True	True
LOC645405	pseudogene	True	True
CEP152	protein_coding	True	True
LOC124903487	lncRNA	True	True
SHC4	protein_coding	True	True
EID1	protein_coding	True	True
KRT8P24	pseudogene	True	True
SECISBP2L	protein_coding	True	True
RN7SL577P	pseudogene	True	True
LOC124903489	lncRNA	True	True
COPS2	protein_coding	True	True
GALK2	protein_coding	True	True
NDUFAF4P1	transcribed_pseudogene	True	True
MIR4716	miRNA	True	True
RPL15P19	pseudogene	True	True
RN7SL307P	pseudogene	True	True
FAM227B	protein_coding	True	True
LOC100420615	pseudogene	True	True
FGF7	protein_coding	True	True
LOC105370811	lncRNA	True	True
DTWD1	protein_coding	True	True
RLIMP3	pseudogene	True	True
ATP8B4	protein_coding	True	True
LOC102724587	lncRNA	True	True
RNA5SP394	pseudogene	True	True
SLC27A2	protein_coding	True	True
HDC	protein_coding	True	True
RN7SL494P	pseudogene	True	True
GABPB1	protein_coding	True	True
RNU6-94P	pseudogene	True	True
GABPB1-IT1	lncRNA	True	True
GABPB1-AS1	lncRNA	True	True
MIR4712	miRNA	True	True
AHCYP7	pseudogene	True	True
USP8	protein_coding	True	True
RNA5SP395	pseudogene	True	True
RPS20P34	pseudogene	True	True
USP50	protein_coding	True	True
TRPM7	protein_coding	True	True
RN7SL354P	pseudogene	True	True
SPPL2A	protein_coding	True	True
RPL32P30	pseudogene	True	True
LOC124903490	lncRNA	True	True
AP4E1	protein_coding	True	True
DCAF13P3	transcribed_pseudogene	True	True
MIR4713HG	lncRNA	True	True
TNFAIP8L3	protein_coding	True	True
LOC124903491	lncRNA	True	True
LOC124903492	lncRNA	True	True
CYP19A1	protein_coding	True	True
MIR4713	miRNA	True	True
LOC124903493	lncRNA	True	True
MIR7973-2	miRNA	True	True
MIR7973-1	miRNA	True	True
LOC112268146	lncRNA	True	True
GLDN	protein_coding	True	True
DMXL2	protein_coding	True	True
LOC105370816	lncRNA	True	True
SCG3	protein_coding	True	True
LYSMD2	protein_coding	True	True
TMOD2	protein_coding	True	True
TMOD3	protein_coding	True	True
LOC100422490	pseudogene	True	True
RNU6-90P	pseudogene	True	True
LOC100422556	transcribed_pseudogene	True	True
LOC112268148	lncRNA	True	True
LEO1	protein_coding	True	True
MAPK6	protein_coding	True	True
MAPK6-DT	lncRNA	True	True
LOC112268150	lncRNA	True	True
LOC124903494	lncRNA	True	True
RPS13P8	pseudogene	True	True
BCL2L10	protein_coding	True	True
GNB5	protein_coding	True	True
CERNA1	lncRNA	True	True
MYO5C	protein_coding	True	True
LOC105370820	lncRNA	True	True
MIR1266	miRNA	True	True
LOC105370819	lncRNA	True	True
MYO5A	protein_coding	True	True
EEF1B2P1	pseudogene	True	True
ARPP19	protein_coding	True	True
FAM214A	protein_coding	True	True
LOC105370821	lncRNA	True	True
ONECUT1	protein_coding	True	True
LOC105370824	lncRNA	True	True
LOC101928499	lncRNA	True	True
LOC107983981	lncRNA	True	True
RPSAP55	pseudogene	True	True
EEF1A1P22	pseudogene	True	True
LOC105370823	lncRNA	True	True
LINC02490	lncRNA	True	True
LOC105370826	lncRNA	True	True
WDR72	protein_coding	True	True
RNU2-53P	pseudogene	True	True
RNU6-449P	pseudogene	True	True
UNC13C	protein_coding	True	True
LOC105370827	lncRNA	True	True
LOC124903495	lncRNA	True	True
LOC100422032	pseudogene	True	True
HNRNPA1P74	pseudogene	True	True
LOC105370829	lncRNA	True	True
RSL24D1	protein_coding	True	True
RAB27A	protein_coding	True	True
PIGBOS1	protein_coding	True	True
PIGB	protein_coding	True	True
DNAAF4-CCPG1	lncRNA	True	True
CCPG1	protein_coding	True	True
MIR628	miRNA	True	True
PIERCE2	protein_coding	True	True
DNAAF4	protein_coding	True	True
LOC100420711	pseudogene	True	True
LOC124903496	protein_coding	True	True
PYGO1	protein_coding	True	True
LOC124903497	lncRNA	True	True
PRTG	protein_coding	True	True
NEDD4	protein_coding	True	True
LOC124903604	snoRNA	True	True
CNOT6LP1	pseudogene	True	True
RN7SL568P	pseudogene	True	True
CD24P2	pseudogene	True	True
RFX7	protein_coding	True	True
LOC124903498	lncRNA	True	True
LOC390586	pseudogene	True	True
LOC124903569	protein_coding	True	True
TEX9	protein_coding	True	True
RNU6-1287P	pseudogene	True	True
HMGB1P33	pseudogene	True	True
MNS1	protein_coding	True	True
LOC105370832	lncRNA	True	True
ZNF280D	protein_coding	True	True
LOC645877	pseudogene	True	True
LOC145783	lncRNA	True	True
LOC105370833	lncRNA	True	True
TCF12	protein_coding	True	True
HNRNPA3P11	pseudogene	True	True
SNORD13D	snoRNA	True	True
LINC00926	lncRNA	True	True
LINC01413	lncRNA	True	True
NDUFB10P1	pseudogene	True	True
CGNL1	protein_coding	True	True
RNU6-844P	pseudogene	True	True
LOC107984759	pseudogene	True	True
RPS13P7	pseudogene	True	True
MYZAP	protein_coding	True	True
GCOM1	protein_coding	True	True
LOC124903589	pseudogene	True	True
POLR2M	protein_coding	True	True
LOC105370834	lncRNA	True	True
ALDH1A2	protein_coding	True	True
LOC100418848	pseudogene	True	True
ALDH1A2-AS1	lncRNA	True	True
AQP9	protein_coding	True	True
MTCO3P23	pseudogene	True	True
MTND3P12	pseudogene	True	True
MTND4LP23	pseudogene	True	True
MTND5P32	pseudogene	True	True
MTND6P23	pseudogene	True	True
MTCYBP23	pseudogene	True	True
RPL28P4	pseudogene	True	True
LOC124903499	lncRNA	True	True
LIPC	protein_coding	True	True
LIPC-AS1	lncRNA	True	True
ADAM10	protein_coding	True	True
LOC124903600	snoRNA	True	True
HMGB1P51	pseudogene	True	True
LOC100289060	pseudogene	True	True
HSP90AB4P	transcribed_pseudogene	True	True
RN7SKP95	pseudogene	True	True
LOC100289091	pseudogene	True	True
SNORD3P1	pseudogene	True	True
MINDY2-DT	lncRNA	True	True
MINDY2	protein_coding	True	True
ZNF444P1	pseudogene	True	True
RPL21P14	pseudogene	True	True
SLTM	protein_coding	True	True
LOC100420929	pseudogene	True	True
RNF111	protein_coding	True	True
RPL21P113	pseudogene	True	True
CCNB2	protein_coding	True	True
MYO1E	protein_coding	True	True
MIR2116	miRNA	True	True
LDHAL6B	protein_coding	True	True
RNU4-80P	pseudogene	True	True
RNU6-212P	pseudogene	True	True
LOC124903597	pseudogene	True	True
FAM81A	protein_coding	True	True
NSA2P4	pseudogene	True	True
RPL7AP75	pseudogene	True	True
RPL21P114	pseudogene	True	True
GCNT3	protein_coding	True	True
RPL21P117	pseudogene	True	True
RNA5SP396	pseudogene	True	True
GTF2A2	protein_coding	True	True
BNIP2	protein_coding	True	True
PIGHP1	pseudogene	True	True
RPS3AP6	pseudogene	True	True
DDX18P2	pseudogene	True	True
NMNAT1P5	pseudogene	True	True
FOXB1	protein_coding	True	True
LOC105370838	lncRNA	True	True
MESTP2	pseudogene	True	True
LOC105370839	lncRNA	True	True
LOC105370840	lncRNA	True	True
ANXA2	protein_coding	True	True
RPL36AP44	pseudogene	True	True
RPS10P22	pseudogene	True	True
ICE2	protein_coding	True	True
RORA-AS1	lncRNA	True	True
RORA	protein_coding	True	True
CYCSP38	pseudogene	True	True
LOC105370846	lncRNA	True	True
RORA-AS2	lncRNA	True	True
RNA5SP397	pseudogene	True	True
LOC105370844	lncRNA	True	True
LOC124903500	lncRNA	True	True
LOC102724802	lncRNA	True	True
LOC107984805	lncRNA	True	True
LOC105370841	lncRNA	True	True
LOC105370847	lncRNA	True	True
LOC107984782	lncRNA	True	True
LOC101928850	lncRNA	True	True
LOC107984783	lncRNA	True	True
LINC02349	lncRNA	True	True
LOC124903501	lncRNA	True	True
VPS13C	protein_coding	True	True
VPS13C-DT	lncRNA	True	True
C2CD4A	protein_coding	True	True
NPM1P47	pseudogene	True	True
C2CD4B	protein_coding	True	True
LOC124903502	lncRNA	True	True
LOC107984784	lncRNA	True	True
GOLGA2P11	transcribed_pseudogene	True	True
LOC102724938	lncRNA	True	True
MIR8067	miRNA	True	True
MIR6085	miRNA	True	True
HMGN1P26	pseudogene	True	True
LOC124903503	lncRNA	True	True
TLN2	protein_coding	True	True
MGC15885	lncRNA	True	True
LOC105370855	lncRNA	True	True
MIR190A	miRNA	True	True
LOC105370854	lncRNA	True	True
LOC100287243	pseudogene	True	True
TPM1	protein_coding	True	True
TPM1-AS	lncRNA	True	True
LOC107984798	lncRNA	True	True
LACTB	protein_coding	True	True
RPS27L	protein_coding	True	True
LOC101928972	lncRNA	True	True
RAB8B	protein_coding	True	True
LOC124903504	lncRNA	True	True
APH1B	protein_coding	True	True
LOC124903506	lncRNA	True	True
LOC124903505	lncRNA	True	True
CA12	protein_coding	True	True
LINC02568	lncRNA	True	True
USP3	protein_coding	True	True
USP3-AS1	lncRNA	True	True
FBXL22	protein_coding	True	True
HERC1	protein_coding	True	True
MIR422A	miRNA	True	True
DAPK2	protein_coding	True	True
LOC101928988	lncRNA	True	True
CIAO2A	protein_coding	True	True
SNX1	protein_coding	True	True
SNX22	protein_coding	True	True
PPIB	protein_coding	True	True
CSNK1G1	protein_coding	True	True
LOC124900364	snoRNA	True	True
PCLAF	protein_coding	True	True
TRIP4	protein_coding	True	True
LOC105370861	lncRNA	True	True
ZNF609	protein_coding	True	True
GAPDHP61	pseudogene	True	True
LOC101930091	lncRNA	True	True
RPS26P50	pseudogene	True	True
RPL21P15	pseudogene	True	True
RNU6-549P	pseudogene	True	True
OAZ2	protein_coding	True	True
LOC124903507	lncRNA	True	True
RBPMS2	protein_coding	True	True
MIR1272	miRNA	True	True
PIF1	protein_coding	True	True
LOC124903508	lncRNA	True	True
PLEKHO2	protein_coding	True	True
ANKDD1A	protein_coding	True	True
SPG21	protein_coding	True	True
MTFMT	protein_coding	True	True
LOC100130437	pseudogene	True	True
SLC51B	protein_coding	True	True
RASL12	protein_coding	True	True
KBTBD13	protein_coding	True	True
UBAP1L	protein_coding	True	True
PDCD7	protein_coding	True	True
CLPX	protein_coding	True	True
LOC124903509	lncRNA	True	True
CILP	protein_coding	True	True
RNU6-686P	pseudogene	True	True
PARP16	protein_coding	True	True
SNORA24B	snoRNA	True	True
RNU5A-1	snRNA	True	True
RNU5B-1	snRNA	True	True
IGDCC3	protein_coding	True	True
IGDCC4	protein_coding	True	True
LOC124903510	lncRNA	True	True
DPP8	protein_coding	True	True
HACD3	protein_coding	True	True
RNU6-19P	pseudogene	True	True
LOC124903602	snoRNA	True	True
INTS14	protein_coding	True	True
SLC24A1	protein_coding	True	True
LOC102723464	lncRNA	True	True
DENND4A	protein_coding	True	True
SNORD13E	snoRNA	True	True
MIR4511	miRNA	True	True
LOC646358	pseudogene	True	True
LOC105370866	lncRNA	True	True
HNRNPA1P44	pseudogene	True	True
LOC124903586	pseudogene	True	True
TRQ-CTG1-4	tRNA	True	True
RAB11A	protein_coding	True	True
MEGF11	protein_coding	True	True
LOC105370867	lncRNA	True	True
MIR4311	miRNA	True	True
DIS3L-AS1	lncRNA	True	True
DIS3L	protein_coding	True	True
TIPIN	protein_coding	True	True
SCARNA14	ncRNA	True	True
RPL9P25	pseudogene	True	True
MAP2K1	protein_coding	True	True
ATP5MFP6	pseudogene	True	True
RPL35AP32	pseudogene	True	True
SNAPC5	protein_coding	True	True
MIR4512	miRNA	True	True
RPL4	protein_coding	True	True
SNORD18C	snoRNA	True	True
SNORD18B	snoRNA	True	True
SNORD16	snoRNA	True	True
SNORD18A	snoRNA	True	True
ZWILCH	protein_coding	True	True
LCTL	protein_coding	True	True
LINC01169	lncRNA	True	True
SMAD6	protein_coding	True	True
LETM1P1	pseudogene	True	True
LOC105370869	lncRNA	True	True
LOC105376718	lncRNA	True	True
LINC02206	lncRNA	True	True
LOC102723493	lncRNA	True	True
HMGN2P47	pseudogene	True	True
SMAD3	protein_coding	True	True
AAGAB	protein_coding	True	True
RPS24P16	pseudogene	True	True
IQCH	protein_coding	True	True
IQCH-AS1	lncRNA	True	True
LOC124903511	lncRNA	True	True
C15orf61	protein_coding	True	True
MAP2K5	protein_coding	True	True
LOC124903512	lncRNA	True	True
HNRNPA1P5	pseudogene	True	True
LOC124903570	protein_coding	True	True
SKOR1	protein_coding	True	True
LOC105370870	lncRNA	True	True
LOC101929076	lncRNA	True	True
RNU6-1	snRNA	True	True
LOC100286942	pseudogene	True	True
PIAS1	protein_coding	True	True
LOC105370871	lncRNA	True	True
CALML4	protein_coding	True	True
CLN6	protein_coding	True	True
HMGN2P40	pseudogene	True	True
LOC124903593	pseudogene	True	True
FEM1B	protein_coding	True	True
ITGA11	protein_coding	True	True
LOC124903513	lncRNA	True	True
LOC105370873	lncRNA	True	True
CORO2B	protein_coding	True	True
LOC124903514	lncRNA	True	True
CARS1P1	pseudogene	True	True
ANP32A	protein_coding	True	True
MIR4312	miRNA	True	True
ANP32A-IT1	lncRNA	True	True
LOC390600	pseudogene	True	True
SPESP1	protein_coding	True	True
NOX5	protein_coding	True	True
LOC100422194	pseudogene	True	True
LOC124903515	lncRNA	True	True
EWSAT1	lncRNA	True	True
LOC124903516	lncRNA	True	True
GLCE	protein_coding	True	True
LOC100421574	pseudogene	True	True
RN7SL438P	pseudogene	True	True
PAQR5-DT	lncRNA	True	True
PAQR5	protein_coding	True	True
LOC124900368	snoRNA	True	True
KIF23-AS1	lncRNA	True	True
KIF23	protein_coding	True	True
LOC100421811	pseudogene	True	True
RPLP1	protein_coding	True	True
LINC02896	lncRNA	True	True
LOC124903594	snoRNA	True	True
DRAIC	lncRNA	True	True
LOC124903517	lncRNA	True	True
PCAT29	lncRNA	True	True
LOC107984788	lncRNA	True	True
GEMIN8P1	pseudogene	True	True
LINC00593	lncRNA	True	True
LOC101929129	lncRNA	True	True
LOC124903518	lncRNA	True	True
TLE3	protein_coding	True	True
MIR629	miRNA	True	True
LOC107984734	lncRNA	True	True
RNU6-745P	pseudogene	True	True
LOC105370878	lncRNA	True	True
LOC124903519	lncRNA	True	True
LINC02205	lncRNA	True	True
LOC107984781	lncRNA	True	True
LINC02204	lncRNA	True	True
SALRNA3	lncRNA	True	True
LOC107984791	lncRNA	True	True
SALRNA2	lncRNA	True	True
UACA	protein_coding	True	True
RPL29P30	pseudogene	True	True
LARP6	protein_coding	True	True
LRRC49	protein_coding	True	True
KRT8P9	pseudogene	True	True
THAP10	protein_coding	True	True
RPL5P3	pseudogene	True	True
LOC105370886	lncRNA	True	True
THSD4	protein_coding	True	True
CT62	lncRNA	True	True
HMGB1P6	pseudogene	True	True
THSD4-AS1	lncRNA	True	True
LOC105370884	lncRNA	True	True
LOC124903521	lncRNA	True	True
LOC124903520	lncRNA	True	True
RPL17P39	pseudogene	True	True
LOC107984716	lncRNA	True	True
THSD4-AS2	lncRNA	True	True
NR2E3	protein_coding	True	True
MYO9A	protein_coding	True	True
RNA5SP399	pseudogene	True	True
LOC107984713	lncRNA	True	True
LOC107984714	lncRNA	True	True
EIF5A2P1	pseudogene	True	True
RNU2-65P	pseudogene	True	True
SENP8	protein_coding	True	True
RPL21P115	pseudogene	True	True
LOC124903522	lncRNA	True	True
GRAMD2A	protein_coding	True	True
PKM	protein_coding	True	True
PARP6	protein_coding	True	True
LOC105370887	lncRNA	True	True
CELF6	protein_coding	True	True
HEXA	protein_coding	True	True
HEXA-AS1	lncRNA	True	True
RPL12P35	pseudogene	True	True
TMEM202	protein_coding	True	True
TMEM202-AS1	lncRNA	True	True
PHB1P20	pseudogene	True	True
ARIH1	protein_coding	True	True
MIR630	miRNA	True	True
LOC100420930	pseudogene	True	True
LOC646665	pseudogene	True	True
LINC02259	lncRNA	True	True
LOC112268145	protein_coding	True	True
GOLGA6B	protein_coding	True	True
LOC124903533	lncRNA	True	True
RN7SL853P	pseudogene	True	True
HIGD2B	protein_coding	True	True
BBS4	protein_coding	True	True
ADPGK	protein_coding	True	True
ADPGK-AS1	lncRNA	True	True
LOC107984801	lncRNA	True	True
NPM1P42	pseudogene	True	True
NEO1	protein_coding	True	True
FKBP1AP2	pseudogene	True	True
NPM1P43	pseudogene	True	True
MIR12135	miRNA	True	True
HCN4	protein_coding	True	True
LOC105370890	lncRNA	True	True
LOC124903571	protein_coding	True	True
REC114	protein_coding	True	True
MRPS15P1	pseudogene	True	True
NPTN	protein_coding	True	True
NPTN-IT1	lncRNA	True	True
LOC105370891	lncRNA	True	True
CD276	protein_coding	True	True
INSYN1	protein_coding	True	True
INSYN1-AS1	lncRNA	True	True
LOC105370892	lncRNA	True	True
LOC102723657	lncRNA	True	True
TBC1D21	protein_coding	True	True
LOXL1-AS1	lncRNA	True	True
LOXL1	protein_coding	True	True
STOML1	protein_coding	True	True
PML	protein_coding	True	True
DNM1P33	pseudogene	True	True
GOLGA6A	protein_coding	True	True
RN7SL429P	pseudogene	True	True
LOC107987224	lncRNA	True	True
COMMD4P2	transcribed_pseudogene	True	True
ISLR2	protein_coding	True	True
LOC283731	lncRNA	True	True
LOC124903523	lncRNA	True	True
ISLR	protein_coding	True	True
STRA6	protein_coding	True	True
CCDC33	protein_coding	True	True
LOC105370893	lncRNA	True	True
LOC124903525	lncRNA	True	True
CYP11A1	protein_coding	True	True
PPIAP46	transcribed_pseudogene	True	True
LOC124903524	lncRNA	True	True
LINC02255	lncRNA	True	True
SEMA7A	protein_coding	True	True
MIR6881	miRNA	True	True
UBL7	protein_coding	True	True
UBL7-DT	lncRNA	True	True
LOC124900366	snoRNA	True	True
LOC124903526	lncRNA	True	True
LOC102723714	lncRNA	True	True
LOC124903528	lncRNA	True	True
ARID3B	protein_coding	True	True
LOC124903527	lncRNA	True	True
LOC102723750	protein_coding	True	True
CLK3	protein_coding	True	True
EDC3	protein_coding	True	True
CYP1A1	protein_coding	True	True
CYP1A2	protein_coding	True	True
CSK	protein_coding	True	True
MIR4513	miRNA	True	True
LMAN1L	protein_coding	True	True
CPLX3	protein_coding	True	True
LOC105370897	lncRNA	True	True
ULK3	protein_coding	True	True
MIR6882	miRNA	True	True
SCAMP2	protein_coding	True	True
MPI	protein_coding	True	True
FAM219B	protein_coding	True	True
COX5A	protein_coding	True	True
RPP25	protein_coding	True	True
SCAMP5	protein_coding	True	True
PPCDC	protein_coding	True	True
LOC124903529	lncRNA	True	True
LOC100128721	pseudogene	True	True
LOC124900369	ncRNA	True	True
LOC124903530	lncRNA	True	True
RPL36AP45	pseudogene	True	True
LOC107984772	lncRNA	True	True
C15orf39	protein_coding	True	True
MIR4313	miRNA	True	True
LOC105376731	transcribed_pseudogene	True	True
NIFKP4	pseudogene	True	True
GOLGA6C	protein_coding	True	True
RN7SL489P	pseudogene	True	True
GOLGA6D	protein_coding	True	True
RN7SL327P	pseudogene	True	True
DNM1P34	pseudogene	True	True
ANP32BP1	pseudogene	True	True
COMMD4	protein_coding	True	True
NEIL1	protein_coding	True	True
MIR631	miRNA	True	True
MAN2C1	protein_coding	True	True
SIN3A	protein_coding	True	True
RPL13P4	pseudogene	True	True
PTPN9	protein_coding	True	True
LOC105370902	lncRNA	True	True
LOC107984720	pseudogene	True	True
SNUPN	protein_coding	True	True
IMP3	protein_coding	True	True
SNX33	protein_coding	True	True
CSPG4	protein_coding	True	True
ODF3L1	protein_coding	True	True
DNM1P35	transcribed_pseudogene	True	True
PPIAP47	pseudogene	True	True
LOC101929408	lncRNA	True	True
GOLGA6EP	transcribed_pseudogene	True	True
RN7SL319P	pseudogene	True	True
DNM1P49	pseudogene	True	True
UBE2Q2	protein_coding	True	True
RN7SL510P	pseudogene	True	True
FBXO22	protein_coding	True	True
NRG4	protein_coding	True	True
LOC124903616	pseudogene	True	True
TMEM266	protein_coding	True	True
LOC124903531	lncRNA	True	True
LOC101929439	lncRNA	True	True
ETFA	protein_coding	True	True
TYRO3P	transcribed_pseudogene	True	True
ISL2	protein_coding	True	True
LOC124903532	protein_coding	True	True
SCAPER	protein_coding	True	True
TRK-CTT16-1	pseudogene	True	True
MIR3713	miRNA	True	True
RN7SKP217	pseudogene	True	True
RCN2	protein_coding	True	True
LOC105370904	lncRNA	True	True
RN7SL278P	pseudogene	True	True
KRT8P23	pseudogene	True	True
PSTPIP1	protein_coding	True	True
TSPAN3	protein_coding	True	True
PEAK1	protein_coding	True	True
HMGN1P27	pseudogene	True	True
LINC00597	lncRNA	True	True
LOC646853	pseudogene	True	True
HMG20A	protein_coding	True	True
LOC101929457	lncRNA	True	True
LOC105370906	lncRNA	True	True
LINGO1	protein_coding	True	True
LINGO1-AS1	lncRNA	True	True
LINGO1-AS2	lncRNA	True	True
CSPG4P13	pseudogene	True	True
DNM1P9	pseudogene	True	True
GOLGA6FP	transcribed_pseudogene	True	True
RN7SL214P	pseudogene	True	True
COMMD4P1	transcribed_pseudogene	True	True
ADAMTS7P3	pseudogene	True	True
LOC91450	lncRNA	True	True
TBC1D2B	protein_coding	True	True
SH2D7	protein_coding	True	True
CIB2	protein_coding	True	True
LOC124903534	lncRNA	True	True
IDH3A	protein_coding	True	True
ACSBG1	protein_coding	True	True
DNAJA4-DT	lncRNA	True	True
DNAJA4	protein_coding	True	True
LOC105370910	lncRNA	True	True
WDR61	protein_coding	True	True
CRABP1	protein_coding	True	True
RWDD1P1	pseudogene	True	True
LOC105370912	lncRNA	True	True
IREB2	protein_coding	True	True
HYKK	protein_coding	True	True
PSMA4	protein_coding	True	True
CHRNA5	protein_coding	True	True
CHRNA3	protein_coding	True	True
CHRNB4	protein_coding	True	True
RPL18P11	pseudogene	True	True
LOC105370913	lncRNA	True	True
LOC646934	pseudogene	True	True
DNM1P37	pseudogene	True	True
LOC646938	transcribed_pseudogene	True	True
LOC112268143	lncRNA	True	True
ADAMTS7	protein_coding	True	True
LOC390614	pseudogene	True	True
TRK-CTT1-2	tRNA	True	True
LOC124903535	lncRNA	True	True
RPL21P116	pseudogene	True	True
MORF4L1	protein_coding	True	True
RNU6-415P	pseudogene	True	True
CTSH	protein_coding	True	True
RASGRF1	protein_coding	True	True
LOC100129540	lncRNA	True	True
LOC105370917	lncRNA	True	True
LOC107984750	lncRNA	True	True
ANKRD34C-AS1	lncRNA	True	True
MIR184	miRNA	True	True
HNRNPCP3	pseudogene	True	True
ANKRD34C	protein_coding	True	True
TMED3	protein_coding	True	True
MINAR1	protein_coding	True	True
LOC105370918	lncRNA	True	True
LOC105370919	lncRNA	True	True
TFDP1P3	pseudogene	True	True
LOC124903591	pseudogene	True	True
LOC390618	pseudogene	True	True
TRC-GCA5-1	tRNA	True	True
RPS12P25	pseudogene	True	True
RNU6-667P	pseudogene	True	True
LOC124903536	lncRNA	True	True
MTHFS	protein_coding	True	True
ST20-MTHFS	protein_coding	True	True
ST20	lncRNA	True	True
ST20-AS1	lncRNA	True	True
FDPSP9	pseudogene	True	True
BCL2A1	protein_coding	True	True
LOC100420205	pseudogene	True	True
ZFAND6	protein_coding	True	True
FAH	protein_coding	True	True
CTXND1	protein_coding	True	True
LINC00927	lncRNA	True	True
ARNT2-DT	lncRNA	True	True
ARNT2	protein_coding	True	True
LOC124903537	lncRNA	True	True
LOC101929586	lncRNA	True	True
LOC124903538	lncRNA	True	True
MIR5572	miRNA	True	True
RNU6-380P	pseudogene	True	True
ABHD17C	protein_coding	True	True
CEMIP	protein_coding	True	True
LOC124903539	lncRNA	True	True
MIR549A	miRNA	True	True
MESD	protein_coding	True	True
MIR4514	miRNA	True	True
TLNRD1	protein_coding	True	True
LOC124903540	lncRNA	True	True
CFAP161	protein_coding	True	True
ANP32BP3	pseudogene	True	True
IL16	protein_coding	True	True
STARD5	protein_coding	True	True
TMC3-AS1	lncRNA	True	True
TMC3	protein_coding	True	True
LOC102723985	lncRNA	True	True
LOC105370921	lncRNA	True	True
LOC124903541	lncRNA	True	True
LOC102724001	lncRNA	True	True
LOC105370922	lncRNA	True	True
LOC100288241	pseudogene	True	True
LOC105370923	lncRNA	True	True
MEX3B	protein_coding	True	True
LINC01583	lncRNA	True	True
LOC105370924	lncRNA	True	True
EFL1	protein_coding	True	True
RNU1-77P	pseudogene	True	True
SAXO2	protein_coding	True	True
ADAMTS7P1	transcribed_pseudogene	True	True
DNM1P43	pseudogene	True	True
GOLGA6L10	protein_coding	True	True
UBE2Q2P2	transcribed_pseudogene	True	True
RPL9P8	pseudogene	True	True
GOLGA6L9	protein_coding	True	True
DNM1P36	pseudogene	True	True
LOC102724034	lncRNA	True	True
UBE2Q2P6	pseudogene	True	True
CSPG4P10	pseudogene	True	True
GOLGA2P10	transcribed_pseudogene	True	True
LOC105370926	lncRNA	True	True
GOLGA6L17P	transcribed_pseudogene	True	True
DNM1P38	pseudogene	True	True
RPS17	protein_coding	True	True
CPEB1	protein_coding	True	True
CPEB1-AS1	lncRNA	True	True
AP3B2	protein_coding	True	True
LOC100421235	pseudogene	True	True
LOC338963	transcribed_pseudogene	True	True
ACTG1P17	transcribed_pseudogene	True	True
SNHG21	lncRNA	True	True
FSD2	protein_coding	True	True
SCARNA15	ncRNA	True	True
WHAMM	protein_coding	True	True
HOMER2	protein_coding	True	True
LOC105370928	lncRNA	True	True
RAMAC	protein_coding	True	True
C15orf40	protein_coding	True	True
LOC124903542	lncRNA	True	True
BTBD1	protein_coding	True	True
FABP5P8	pseudogene	True	True
MIR4515	miRNA	True	True
LOC124903543	lncRNA	True	True
LOC124903588	pseudogene	True	True
TM6SF1	protein_coding	True	True
HDGFL3	protein_coding	True	True
BNC1	protein_coding	True	True
LOC105370932	lncRNA	True	True
LOC105370933	lncRNA	True	True
LOC105370934	lncRNA	True	True
SH3GL3	protein_coding	True	True
ADAMTSL3	protein_coding	True	True
RNU6-401P	pseudogene	True	True
TUBAP4	pseudogene	True	True
RNU6-1339P	pseudogene	True	True
LOC105370935	lncRNA	True	True
LOC642677	pseudogene	True	True
EFL1P1	transcribed_pseudogene	True	True
GOLGA6L12P	pseudogene	False	True
DNM1P40	pseudogene	True	True
LOC124903544	protein_coding	True	True
UBE2Q2L	transcribed_pseudogene	True	True
CSPG4P11	pseudogene	True	True
LOC440300	transcribed_pseudogene	True	True
GOLGA2P7	transcribed_pseudogene	False	False
RN7SL331P	pseudogene	False	False
LOC105370946	lncRNA	True	True
LOC102724093	pseudogene	True	True
DNM1P44	pseudogene	True	True
LOC103171574	lncRNA	False	True
UBE2Q2P11	pseudogene	True	True
CSPG4P5	pseudogene	True	True
LOC100288367	pseudogene	True	True
RN7SL417P	pseudogene	True	True
LOC105376722	protein_coding	True	True
GOLGA6L4	protein_coding	True	False
LOC102724135	transcribed_pseudogene	False	False
LOC105370936	lncRNA	True	False
LOC102724191	pseudogene	True	True
UBE2Q2P12	pseudogene	True	True
DNM1P41	transcribed_pseudogene	True	True
GOLGA6L5P	transcribed_pseudogene	True	True
UBE2Q2P1	transcribed_pseudogene	True	True
LINC00933	lncRNA	True	True
ZSCAN2	protein_coding	True	True
LOC105370947	lncRNA	True	True
SCAND2P	transcribed_pseudogene	True	True
EGLN1P1	pseudogene	True	True
WDR73	protein_coding	True	True
NMB	protein_coding	True	True
SEC11A	protein_coding	True	True
ZNF592	protein_coding	True	True
ALPK3	protein_coding	True	True
LOC124900361	pseudogene	True	True
SLC28A1	protein_coding	True	True
RNU6-339P	pseudogene	True	True
RNU6-796P	pseudogene	True	True
HMGB1P43	pseudogene	True	True
PDE8A	protein_coding	True	True
LOC124903545	lncRNA	True	True
NIFKP8	pseudogene	True	True
CSPG4P12	pseudogene	True	False
LOC727751	transcribed_pseudogene	True	True
LOC101929479	transcribed_pseudogene	True	True
RN7SL428P	pseudogene	True	True
LOC105370948	lncRNA	True	True
GOLGA6L3	transcribed_pseudogene	True	True
DNM1P45	pseudogene	True	True
ADAMTS7P4	pseudogene	True	True
MIR7706	miRNA	True	True
AKAP13	protein_coding	True	True
LOC124903546	lncRNA	True	True
RNU7-79P	pseudogene	True	True
FABP5P9	pseudogene	True	True
RNU6-1280P	pseudogene	True	True
