gene_name	num_ref	chroms_ref	num_m	chroms_m	pat	num_p
SPINT4	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
CNNM3	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CARM1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
ZNF432	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
ANXA8L1	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
LTA	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
GDAP2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ATP2C1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
CELA1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
NUPR1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
PCYT2	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
PARPBP	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
LDHD	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
LOC124908047	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
NAT8	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
IL1RAP	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
C6orf15	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
MEP1A	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
AWAT2	1	chrX	1	chrX_MATERNAL	0	None
UNC5B	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
ZNF624	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
LCE1B	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
RBM45	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
KRT82	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TMX4	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
NCOA7	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ATP11A	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
OPN3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
DNAJB14	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PAXIP1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
TNFRSF10A	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
ACTR1A	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
CCL26	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
C9orf72	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
OPN4	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
HEATR6	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CYP4F2	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PARN	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
IL1RL1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CTAG1A	1	chrX	1	chrX_MATERNAL	0	None
NFU1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
OR3A3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
SPATA5	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
SHQ1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
TXNL1	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
NEU3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
LRRC63	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
HAUS2	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
MAMSTR	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
DMXL1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
AMIGO1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CTPS1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
C1QTNF1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
PHB1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CGREF1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
SLC35F4	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
ECE1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
EBPL	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
ADH1C	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
CCNB1IP1	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
PCDHB14	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
LOC124902201	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
NOS1AP	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TRAPPC6B	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
SLURP1	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
RBM15B	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
PTPRE	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
NCBP2AS2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
RCOR3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
MIB1	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
COPA	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
LOC124902393	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
KLF12	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
GIMAP1-GIMAP5	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
EMB	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
IAH1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
FSCN3	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
TAS2R5	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
TOR2A	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
CST4	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
NSMCE4A	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
MRPL32	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
DMAC2	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SNRPG	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
IL22RA1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PDE6H	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
ZIC3	1	chrX	1	chrX_MATERNAL	0	None
CMTM2	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
TIMM10B	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
DLC1	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
WFIKKN2	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
SLC19A3	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
TUBB	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
FARSB	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
APEX2	1	chrX	1	chrX_MATERNAL	0	None
ZMAT5	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
PCDH18	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PCDHGA9	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
ZKSCAN4	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
LOC112268186	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
DEPP1	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
MMRN2	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
SLC27A3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CD38	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
LRRC45	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
APBA2	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
FAM131B	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
EFEMP2	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
ZNF131	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
TMEM74B	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
POGLUT3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TMEM116	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
CNST	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
LRRC3B	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
AADACL2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
COL20A1	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
PLGLB2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
GPC5	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
IL17D	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
MAEA	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PSMD5	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
NME1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
GRIP2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
RNASEH2A	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
MED18	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
THAP4	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
LOC124903761	2	chr16,chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
TDO2	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
AKAP6	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
BBX	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
CD79B	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
EXOC3	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
FOXL2NB	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
LOC124900971	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
PSMD7	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
GRAMD4	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
CTIF	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
LARP1B	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PPP3R1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CCN1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SLC8A1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
ARL1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
LRIF1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
HSD17B4	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
XPO1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
SERPINB4	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
CENPC	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
RPS10	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CLASRP	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
F8	1	chrX	1	chrX_MATERNAL	0	None
TSPYL1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
RLBP1	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
RNF8	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
H3C14	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
GJA4	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
DPP3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
ZBTB2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
BZW1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
MFSD4A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
NCR3LG1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
PNMA3	1	chrX	1	chrX_MATERNAL	0	None
PPP2R5D	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
RPH3A	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
SETD9	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
CXCL10	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
BEND6	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
RNF126	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
CASP8AP2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CPEB3	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
GGA1	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
FOXRED1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
GNB1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ZBTB8B	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
OR2L13	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CDC27	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
GPRC5B	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
FAM72B	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TIMM50	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
EN1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
TRMT61A	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
FLRT3	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
ANLN	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
NPIPA2	1	chr16	2	chr16_MATERNAL,chr16_MATERNAL	1	chr16_PATERNAL
CNTRL	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
PPP4R1	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
DNMT3B	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
SLC10A3	1	chrX	1	chrX_MATERNAL	0	None
EIF2D	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TUBGCP6	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
TAAR9	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CLGN	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
OARD1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CTAGE8	1	chr7	3	chr7_MATERNAL,chr7_MATERNAL,chr7_MATERNAL	4	chr7_PATERNAL,chr7_PATERNAL,chr7_PATERNAL,chr7_PATERNAL
ARID1A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ITFG1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
KARS1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
TMEM210	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
GRIN1	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
TMEM70	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
TLR8	1	chrX	1	chrX_MATERNAL	0	None
INSIG2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
ZNF91	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SIPA1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
EBAG9	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
PTAFR	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ENO3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
SQSTM1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
ETDB	1	chrX	1	chrX_MATERNAL	0	None
CERS5	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
PDLIM2	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
DPH1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
UPP2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
LYRM1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
JAM3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
CTRC	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CAP2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
LYRM7	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
HTR2A	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
USP24	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
YBX2	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
KRTAP9-1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
SRP9	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ROBO1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
MAN2C1	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
DNAH7	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
FN3KRP	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CYB5R4	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
BROX	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
BICDL1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
PRSS21	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
PXT1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ARMCX4	1	chrX	1	chrX_MATERNAL	0	None
EDN3	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
PPM1G	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
BEND7	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
SLC30A8	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
SULT2A1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
ALPL	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
RRP9	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
ZNF664-RFLNA	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
C12orf4	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
HLA-DOA	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
IGSF21	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ZNF404	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SLC27A1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
TNFSF10	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
ALX3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SECTM1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
SLC22A11	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
SPANXN1	1	chrX	1	chrX_MATERNAL	0	None
TMEM267	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
CLRN1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
RPS6KA6	1	chrX	1	chrX_MATERNAL	0	None
VAMP4	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PABPC4L	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PLCL2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
SLC35G3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
FETUB	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
UBE2J2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ZNF768	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
BTF3	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
LRRFIP1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
PERM1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
UBR1	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
ADCYAP1	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
COL12A1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
OSMR	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
GOLGA1	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
ARHGAP35	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
NOPCHAP1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
HUWE1	1	chrX	1	chrX_MATERNAL	0	None
FCF1	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
SEPTIN6	1	chrX	1	chrX_MATERNAL	0	None
PLSCR5	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
LOC107985915	2	chr2,chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
EXOC3L1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
ZNF530	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PRKDC	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
MAS1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CHRNB1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ATP11C	1	chrX	1	chrX_MATERNAL	0	None
MCF2	1	chrX	1	chrX_MATERNAL	0	None
BCL3	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
EMC8	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
SNAPC2	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
RNF148	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
DIO3	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
ZNF746	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
LAYN	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
CLPSL2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
PIDD1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TENT4A	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
PHLPP1	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
TFIP11	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
LILRA6	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
FCSK	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
DCAKD	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CBLN3	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
FADD	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
FANCM	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
PRAMEF15	1	chr1	2	chr1_MATERNAL,chr1_MATERNAL	1	chr1_PATERNAL
ISM1	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
TRIM28	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
NLGN4Y	1	chrY	0	None	1	chrY_PATERNAL
USP8	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
ANGPTL2	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
KRTAP19-2	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
PRKAG2	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
FTCDNL1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
ARRDC1	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
JADE2	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
RBM42	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
TCAP	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
TTLL11	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
EIF2AK4	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
UCP3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
BIK	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
C12orf54	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
SH3YL1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
THRA	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CLDN17	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
FASTKD2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
AAAS	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TANC2	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
SERPINB5	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
DLGAP5	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
CSF2	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
PATZ1	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
SNX30	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
BMP8A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
YTHDC2	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
IRX3	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
GGA3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
RINT1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
ITPA	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
TBC1D3L	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ZCCHC8	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
OPRM1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
RNGTT	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ZNF852	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
FMO3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TRIP11	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
DMD	1	chrX	1	chrX_MATERNAL	0	None
FBXO36	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
INPP4B	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
ATXN1L	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
MOB1A	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
PPIE	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SLC39A9	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
RPIA	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
HSPB3	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
TBC1D2B	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
SCAP	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
IGSF6	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
RBMY1J	1	chrY	0	None	1	chrY_PATERNAL
ARL14EPL	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
ABCC9	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
LOC124903723	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
FADS6	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ADSS2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
UBA3	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
CCDC78	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
CHD5	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
LGALSL	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
USP1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SCGN	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
SYT3	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PLCXD2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
SLC4A3	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
